ID, X, Y, Z
512805.43632, -0.235, 1.417, 7.560
512805.45446, -0.311, 1.474, 8.077
512805.47447, -0.115, 1.642, 8.350
512805.49548, -0.249, 1.527, 8.183
512805.51433, -0.397, 1.584, 8.609
512805.53440, -0.086, 1.714, 8.848
512805.55545, -0.230, 1.805, 9.016
512805.57437, -0.153, 2.102, 9.289
512805.59407, -0.316, 2.102, 9.284
512805.61549, -0.350, 2.274, 9.672
512805.63412, -0.503, 2.058, 9.840
512805.65404, -0.627, 1.963, 10.529
512805.67501, -0.311, 1.647, 11.712
512805.69402, 0.139, 1.948, 11.899
512805.71414, -0.158, 2.389, 9.940
512805.73491, -0.072, 2.499, 8.887
512805.75391, -0.235, 2.044, 9.370
512805.77375, -0.498, 1.134, 11.166
512805.79488, -0.287, 0.502, 12.636
512805.81385, 0.436, 0.536, 12.689
512805.83400, 0.369, 1.125, 10.668
512805.85484, 0.057, 0.957, 8.451
512805.87362, -0.024, 1.134, 7.503
512805.89398, -0.158, 1.656, 7.551
512805.91497, -0.024, 1.685, 7.781
512805.93346, -0.014, 1.206, 7.986
512805.95345, 0.120, 0.962, 8.283
512805.97442, -0.120, 1.182, 8.762
512805.99331, -0.421, 1.249, 8.987
512806.01339, -0.029, 1.474, 8.733
512806.03430, -0.062, 1.297, 8.116
512806.05319, 0.034, 1.503, 7.948
512806.07310, -0.014, 1.627, 7.412
512806.09415, -0.192, 1.819, 8.484
512806.11301, 0.010, 1.718, 9.054
512806.13286, 0.402, 1.766, 9.145
512806.15431, 0.393, 1.771, 8.810
512806.17281, 0.278, 2.039, 8.781
512806.19300, 0.220, 2.207, 9.179
512806.21434, 0.110, 2.183, 9.720
512806.23288, -0.072, 2.231, 9.691
512806.25332, -0.129, 2.351, 9.777
512806.27388, -0.369, 2.518, 10.084
512806.29277, -0.532, 2.351, 9.849
512806.31252, -0.536, 2.336, 10.036
512806.33349, -0.479, 2.600, 9.796
512806.35241, -0.220, 2.863, 9.763
512806.37236, -0.982, 2.370, 9.830
512806.39362, -0.958, 1.699, 11.425
512806.41228, -0.814, 1.029, 12.660
512806.43232, -0.311, 0.722, 12.181
512806.45325, -0.124, 0.981, 10.323
512806.47214, -0.182, 1.182, 8.341
512806.49216, -0.273, 1.235, 7.804
512806.51325, -0.105, 1.498, 8.719
512806.53226, -0.421, 1.627, 8.829
512806.55202, -0.532, 0.909, 8.935
512806.57301, -0.278, 1.177, 9.198
512806.59213, -0.158, 1.331, 8.935
512806.61204, -0.230, 1.249, 8.532
512806.63299, -0.259, 1.316, 8.101
512806.65215, -0.393, 1.604, 7.929
512806.67182, -0.311, 1.795, 8.279
512806.69314, -0.484, 1.829, 7.919
512806.71213, -0.527, 1.972, 7.776
512806.73206, -0.441, 2.015, 8.226
512806.75313, -0.464, 1.876, 8.944
512806.77171, -0.335, 1.972, 9.227
512806.79171, -0.249, 1.862, 8.767
512806.81306, -0.445, 1.972, 8.820
512806.83183, -0.551, 2.499, 9.313
512806.85170, -0.488, 2.556, 9.442
512806.87273, -0.555, 2.552, 9.342
512806.89144, -0.589, 2.561, 9.864
512806.91146, -0.565, 2.595, 9.978
512806.93254, -0.632, 2.470, 10.558
512806.95122, -0.579, 2.293, 10.409
512806.97120, -0.187, 2.734, 10.165
512806.99240, -0.445, 2.825, 10.146
512807.01122, -0.512, 2.283, 10.472
512807.03119, -0.412, 1.522, 11.420
512807.05206, -0.187, 0.871, 12.425
512807.07111, 0.024, 0.627, 12.172
512807.09115, 0.795, 0.766, 10.639
512807.11220, 0.297, 1.220, 8.456
512807.13117, -0.124, 1.134, 7.838
512807.15114, -0.287, 1.067, 8.504
512807.17219, 0.057, 1.431, 9.327
512807.19082, 0.010, 1.513, 9.059
512807.21084, -0.393, 1.000, 9.289
512807.23152, -0.096, 1.086, 9.275
512807.25058, 0.306, 1.235, 9.423
512807.27061, 0.057, 1.393, 8.556
512807.29156, -0.828, 1.225, 7.321
512807.31045, -0.206, 1.556, 7.038
512807.33045, 0.187, 1.292, 7.196
512807.35172, -0.441, 0.799, 7.967
512807.37043, -0.603, 0.924, 9.423
512807.39027, -0.335, 1.513, 10.141
512807.41132, 0.077, 2.595, 7.852
512807.43026, -0.958, 1.584, 7.599
512807.45081, -0.900, 1.541, 9.198
512807.47168, 0.158, 1.570, 9.322
512807.49020, 0.718, 1.833, 9.284
512807.51078, 0.029, 1.599, 10.567
512807.53123, 0.062, 2.020, 10.840
512807.55009, -0.460, 1.972, 10.869
512807.57000, -0.948, 1.594, 10.802
512807.59076, -0.364, 1.139, 11.640
512807.61007, -0.618, 0.670, 11.879
512807.62968, -0.263, 1.019, 14.312
512807.65080, -0.618, 0.914, 9.849
512807.66972, -0.508, 1.714, 7.618
512807.68980, -0.800, 1.125, 6.339
512807.71066, -0.828, 1.091, 8.475
512807.72951, -0.656, 1.556, 9.528
512807.74947, -1.140, 1.479, 9.136
512807.77042, -0.785, 1.647, 9.773
512807.78945, -0.326, 1.398, 10.247
512807.80929, 0.043, 1.225, 8.604
512807.83033, 0.024, 1.038, 7.924
512807.84920, 0.220, 1.589, 7.556
512807.86937, 0.268, 1.905, 7.254
512807.89028, 0.536, 1.891, 7.038
512807.90923, 0.464, 2.025, 7.321
512807.92925, 0.369, 2.465, 8.092
512807.95010, -0.086, 2.312, 8.087
512807.96895, -0.144, 2.001, 8.547
512807.98906, -0.326, 2.030, 9.279
512808.01022, 0.072, 2.255, 9.495
512808.02907, 0.043, 2.274, 9.327
512808.04893, -0.091, 2.509, 8.719
512808.07002, -0.359, 2.303, 9.648
512808.08907, -0.182, 2.169, 10.203
512808.10878, 0.316, 2.236, 10.769
512808.12972, 0.345, 2.303, 10.984
512808.14863, 0.445, 2.518, 10.563
512808.16850, 0.464, 2.585, 10.065
512808.18964, 0.144, 2.116, 10.443
512808.20852, 0.297, 1.287, 11.664
512808.22852, 0.393, 0.675, 12.468
512808.24948, 0.761, 0.895, 11.918
512808.26835, 0.407, 1.340, 9.792
512808.28831, 0.508, 1.742, 8.030
512808.30949, 0.168, 1.647, 7.546
512808.32861, 0.172, 1.752, 8.231
512808.34839, 0.158, 1.560, 8.978
512808.36960, 0.081, 1.374, 9.246
512808.38849, 0.225, 1.431, 9.179
512808.40827, 0.153, 1.536, 8.647
512808.42961, 0.239, 1.503, 8.111
