ID, X, Y, Z
517275.77053, -0.019, 2.116, 11.937
517275.79164, 0.532, 2.025, 9.648
517275.81072, 0.306, 1.920, 9.547
517275.83067, 0.201, 1.848, 10.414
517275.85164, -0.019, 2.202, 9.753
517275.87065, 0.129, 2.686, 8.657
517275.89087, 0.819, 3.102, 8.178
517275.91176, 1.279, 3.102, 9.595
517275.93067, 1.202, 2.916, 10.816
517275.95046, 1.188, 2.351, 10.706
517275.97158, 0.804, 2.197, 8.628
517275.99041, 0.532, 2.169, 7.182
517276.01072, 0.292, 1.963, 6.387
517276.03162, 0.402, 1.987, 5.865
517276.05021, 0.579, 2.058, 6.713
517276.07025, 0.843, 2.149, 7.804
517276.09159, 0.393, 1.924, 7.656
517276.11220, 0.268, 1.905, 6.765
517276.13159, 0.541, 2.231, 6.971
517276.15098, 0.905, 2.662, 8.317
517276.17009, 0.680, 2.571, 9.715
517276.19031, 0.029, 1.805, 10.146
517276.21288, -0.230, 1.273, 9.959
517276.23175, 0.436, 1.556, 9.327
517276.24977, 0.417, 1.977, 10.529
517276.27089, -0.239, 1.714, 10.663
517276.28984, -0.254, 1.374, 10.237
517276.30942, 0.038, 1.982, 12.014
517276.33035, 0.206, 2.178, 14.140
517276.34934, 0.340, 1.857, 14.547
517276.36961, -0.038, 1.594, 11.439
517276.39022, -0.776, 1.618, 9.437
517276.41044, -0.690, 1.943, 10.242
517276.43022, -0.206, 2.571, 10.117
517276.45050, 0.441, 2.973, 8.666
517276.46924, 0.498, 2.532, 8.355
517276.48946, 0.077, 1.517, 10.108
517276.51047, -0.421, 0.880, 12.066
517276.52940, -0.393, 0.813, 10.697
517276.54945, -0.072, 1.872, 7.891
517276.57013, -0.086, 2.073, 7.670
517276.58944, -0.192, 1.570, 9.102
517276.60905, -0.034, 1.694, 9.370
517276.63278, -0.101, 1.848, 8.417
517276.64950, -0.378, 1.762, 7.982
517276.66889, 0.460, 2.058, 8.619
517276.69023, 1.192, 2.695, 9.768
517276.70923, 0.958, 2.489, 10.271
517276.72936, 0.369, 1.733, 10.136
517276.75032, -0.172, 0.971, 9.303
517276.76895, -0.306, 1.273, 7.934
517276.78839, 0.057, 1.900, 7.417
517276.80957, 0.728, 2.274, 7.857
517276.82825, 0.508, 2.207, 9.720
517276.84839, 0.838, 1.958, 10.625
